State,Bill Summary,Date of Enactment,Economic,Public Health,Adopted?
Alaska,"SB 242  To mitigate economic harm during novel coronavirus disease outbreak, relates to tolling deadlines for actions by state agencies; income determinations for purposes of determining eligibility for certain public assistance programs; forbearance from action against borrowers who owe money on state loans; a temporary moratorium on certain mortgage foreclosures, certain evictions from rental properties, and disconnection of residential utilities. Pending. ",,TRUE,TRUE,FALSE
Arizona,SB 1028  Revises provisions related to enhanced surveillance during a state of emergency. Includes an emerging health threat as an event the Governor may issue an enhanced surveillance advisory in response to. Pending.,,FALSE,TRUE,FALSE
Arizona,SB 1051  Relates to the Department of Health Services; appropriates $55 million from the budget stabilization fund to the public health emergencies fund to pay the expenses of public health emergency responses following a state of emergency declaration by the Governor related to COVID-19. Enacted.  ,12-Mar-20,TRUE,TRUE,FALSE
Arizona,"SB 1687  Provides that during the state of emergency declaration period for coronavirus disease, the Department of Economic Security shall provide an exemption from state time limits for TANF and a general waiver for work requirements under TANF; authorizes payments to providers of behavioral health services and providers to individuals with intellectual and development disabilities, the elderly, and the disabled. Enacted.",28-Mar-20,TRUE,TRUE,FALSE
Arizona,HB 2910  Provides for procedures regarding public school closures related to the coronavirus disease 2019; appropriating funds. Enacted.,27-Mar-20,TRUE,TRUE,FALSE
Arizona,SB 1694  An emergency measure that permits the Arizona Department of Economic Security (DES) to establish an alternative unemployment insurance (UI) benefit program for people impacted by the coronavirus disease (COVID-19). Enacted. ,27-Mar-20,TRUE,TRUE,FALSE
Arizona,"SB 1690  Appropriates $50 million from the general fund to a newly established Crisis Contingency and Safety Net Fund. The fund will provide economic assistance for housing, the homeless, small businesses, and food bank operations during the coronavirus public health emergency. Enacted.",28-Mar-20,TRUE,TRUE,FALSE
Arkansas,HR 1001  Provides for a temporary emergency procedure of the House of Representatives of the Ninety-Second General Assembly. Adopted. ,26-Mar-20,TRUE,TRUE,TRUE
Arkansas,"SB 2/HB 1001  Creates a ""COVID-19"" Rainy Day Fund. Immediately transfers $173,610,632 from the General Allotment Reserve Fund to the COVID-19 Rainy Day Fund to provide for appropriations to offset revenue reductions and address needs created by the coronavirus. Enacted.",28-Mar-20,TRUE,FALSE,FALSE
Arkansas,SB 47  Provides for the Administrative Office of the Courts appropriation for the 2020-2021 fiscal year; declares an emergency due to COVID-19 necessary for the passage of this Act. Enacted.  ,20-Apr-20,TRUE,TRUE,FALSE
Arkansas,"HB 1082  Provides appropriations for the 2020 to 2021 fiscal year; appropriates $2.1 billion to the Department of Finance and Administration from the Disaster Assistance Fund for miscellaneous workforce investment programs; appropriates funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act for several expenditures, including the Pandemic Unemployment Compensation Program; authorizes public entities to gather, meet and conduct an open public meeting through electronic means during a disaster emergency, among other things. Enacted.",16-Apr-20,TRUE,TRUE,FALSE
Arkansas,"HB 1083  Provides for the Department of Finance and Administration appropriation for the 2020 to 2021 fiscal year; provides an exemption from the income tax for recovery rebates provided in the Coronavirus Aid, Relief, and Economic Security (CARES) Act. Enacted.",20-Apr-20,TRUE,FALSE,FALSE
Arkansas,"HR 1004  Authorizes the introduction of a non-appropriation bill to amend the income tax imposed on individuals, trusts, and estates. Failed.",,TRUE,FALSE,FALSE
Arkansas,"SR 5 /HR 1005  Authorizes the introduction of a non-appropriation bill to prohibit elective procedures during the Coronavirus Disease 2019, also known as coronavirus, public health emergency. Failed.",,FALSE,TRUE,FALSE
California,SB 89  Appropriates $500 million from the General Fund for purposes related to the COVID-19 Proclamation of Emergency. Allows the appropriation to be increased in $50 million increments up to a total to not exceed $1 Billion. Enacted.,17-Mar-20,TRUE,TRUE,FALSE
California,SB 117  Appropriates $100 million for local education agencies to purchase protective equipment and supplies and labor related to cleaning school sites. Enacted.,17-Mar-20,TRUE,FALSE,FALSE
California,"SB 893  Defines injury, for a hospital employee who provides direct patient care in an acute care hospital, to include infectious and respiratory diseases. Creates rebuttable presumptions that these injuries that develop or manifest in a hospital employee who provides direct patient care in an acute care hospital arose out of and in the course of employment. Pending.",,TRUE,TRUE,FALSE
California,"SB 915  Prohibits the management of a mobilehome park from terminating or attempting to terminate the tenancy of a resident who is impacted by the coronavirus (COVID-19) pandemic during a declared state of emergency or local emergency related to the COVID-19 pandemic; provides that a resident impacted by the COVID-19 pandemic shall have a certain amount of time to notify the management of their need for additional time to pay rent, utilities or other charges. Pending.",,TRUE,TRUE,FALSE
California,"SB 932  Requires the State Department of Public Health and each local health officer to collect data relating to the sexual orientation and gender identity of individuals who are diagnosed with COVID-19. By imposing new duties on local health officers, this bill would impose a state-mandated local program. Pending.",,TRUE,TRUE,FALSE
California,SB 939  Makes it unlawful to evict the tenant of a commercial property during the COVID-19 Emergency. Pending.,,TRUE,TRUE,FALSE
California,SB 943  Authorizes wage replacement benefits to workers who take time off work to care for a minor child whose school has been closed due to the COVID-19 virus outbreak. Pending.,,TRUE,TRUE,FALSE
California,"SB 1088  Would require a city, county, or continuum of care to use at least 12% of specified homelessness prevention or support moneys for services for domestic violence survivors experiencing or at risk of homelessness. Addresses increase in domestic violence incidents as a result of the states shelter-in-place order. Pending. ",,TRUE,TRUE,FALSE
California,"SB 1159  Defines, until an unspecified date, “injury” for a critical worker, as described, to include illness or death that results from exposure to coronavirus disease 2019 (COVID-19) under specified circumstances. Creates a disputable presumption, as specified, that an injury that develops or manifests itself while a critical worker is employed arose out of and in the course of the employment. Pending.",,TRUE,TRUE,FALSE
California,"SB 1163  Amends the Elections Code; clarifies that during a state of emergency due to an epidemic or other contagious disease, only certain persons are authorized to return a voter’s vote by mail ballot. Pending.",,FALSE,TRUE,FALSE
California,"SB 1276  Eliminates the requirement for local domestic violence centers to provide cash or in-kind matches for funds they receive from non-state sources, in response to funds received from federal, COVID-19 stimulus. Pending. ",,TRUE,FALSE,FALSE
California,"SB 1322  Authorizes a notary public to apply for registration with the Secretary of State to be a remote online notary public, while promoting physical distancing during the COVID-19 outbreak, so long as there is a declaration of a state emergency by the Governor related to the COVID-19 virus. Pending. ",,FALSE,TRUE,FALSE
California,SB 1410  Establishes the COVID-19 Emergency Rental Assistance Program. Pending.,,TRUE,TRUE,FALSE
California,"SB 1435  Requires the Governor's Office of Business and Economic Development, in cooperation with the Office of Planning and Research, to track specified information regarding California opportunity zone investments and to post some of that information on the Governor's Office of Business and Economic Development's internet website, in recognition of the COVID-19 public health crisis, the importance of keeping people housed to curb the spread of diseases, and to anticipate the need for affordable housing following major job losses during the COVID-19 emergency. Pending. ",,TRUE,TRUE,FALSE
California,"SB 1447  Extends certain protections of the California Homeowner Bill of Rights until January 1, 2023, including circumstances where a tenant is unable to pay rent due to a reduction in income resulting from the novel coronavirus. Pending.",,TRUE,FALSE,FALSE
California,"AB 196  Defines “injury,” for certain employees who are employed in an occupation or industry deemed essential in the Governor’s Executive Order, except as specified, or who are subsequently deemed essential, to include COVID-19 that develops or manifests itself during a period of employment of those persons in the essential occupation or industry. Pending.",,TRUE,TRUE,FALSE
California,AB 664  Relates to county employees’ retirement; defines “injury” to include being exposed to or contracting a communicable disease including COVID-19; creates a conclusive presumption that the injury arose out of and in the course of employment. Pending.,,TRUE,TRUE,FALSE
California,AB 828  Provides a temporary moratorium on foreclosures and unlawful detainer actions during the COVID-19 emergency and until 15 days after the state of emergency has ended. Pending. ,,TRUE,TRUE,FALSE
California,"AB 860  Imposes a state-mandated local vote by mail program; requires county elections officials to mail a ballot to every registered voter for the November 3, 2020 statewide general election. Pending.  ",,TRUE,FALSE,FALSE
California,"AB 1107  Expands the scope of payments from the Unemployment Disability Compensation Fund until March 1, 2021. Pending.",,TRUE,FALSE,FALSE
California,"AB 1667  Provides that an electronic will is validly executed if it is executed in compliance with the provisions applicable to written wills, in recognition that social distancing makes executing a paper will more difficult. Pending.",,TRUE,TRUE,FALSE
California,"AB 1839  Creates the California COVID-19 Recovery Deal; States the intent of the Legislature that the state adopt a policy framework with principles and goals committed to accomplish specified economic, environmental, and social objectives and priorities as part of the state’s COVID-19 recovery spending. Pending.",,TRUE,TRUE,FALSE
California,AB 2095  Authorizes a public water system to reduce the water charges imposed on a customer impacted by COVID-19 during the duration of the impact provided that the reduction does not increase the water charges imposed on another ratepayer. Pending.,,TRUE,TRUE,FALSE
California,AB 2166  Conforms to the provision of the CARES Act that allows various deductions in computing the income including a deduction for a net operating loss and authorizes a taxpayer to file a return for the first six months of a taxable year if that return includes a claim for a net operating loss carryback. Pending.,,TRUE,FALSE,FALSE
California,"AB 2173  To provide relief to fairs experiencing financial hardship due to the COVID-19 pandemic, authorizes a fair to defer repayment of a loan issued by the Department of Food and Agriculture from the Fair and Exposition Fund until a specified date. Provides that interest shall not accrue on a loan during the time period that a fair elects to defer repayment. Pending.",,TRUE,TRUE,FALSE
California,"AB 2457  Expands exemptions under the Labor Code, the Unemployment Insurance Code, and the wage orders of the Industrial Welfare Commission to also include individuals who are licensed pharmacists. Pending.",,TRUE,FALSE,FALSE
California,"AB 2464  Establishes a grant program for purposes of establishing and funding a statewide pediatric behavioral telehealth network, subject to a competitive grant process. Requires funding made available for these purposes to be expended to build the clinical infrastructure to support ten telehealth hubs throughout the state. Makes children's hospitals and community based behavioral health providers eligible to participate in the grant program. Pending.",,TRUE,TRUE,FALSE
California,"AB 2493  Increases the amount of credit against taxes imposed by the Personal Income Tax Law and the Corporation Tax Law for increasing research activities, including for treatment, cures and vaccines to address COVID-19. Pending.",,TRUE,TRUE,FALSE
California,"AB 2707  Requires the Treasurer to establish the COVID-19 Credit Facility, to support cashflow borrowing by local governments, as specified, to better manage cashflow pressures created by the COVID-19 public health emergency. Pending.",,FALSE,TRUE,FALSE
California,"AB 3123  Requires an employer to grant paid sick leave to an employee, upon request, if the employer’s place of business is closed by order of a public health official due to a public health emergency, or if the employee is providing care or assistance to their child, whose school or daycare provider is closed by order of a public health official due to a public health emergency. Pending.",,TRUE,TRUE,FALSE
California,"AB 3208  Excludes from gross income, for state income tax purposes, any covered loan amount forgiven pursuant to the federal CARES Act. Pending.",,TRUE,FALSE,FALSE
California,"AB 3224  Establishes a statewide program to direct and support local health departments in providing specified services to individuals experiencing reinfections of syphilis, chlamydia, and gonorrhea, including assessing the health and social needs of those individuals. Pending.",,TRUE,TRUE,FALSE
California,"AB 3228  Requires any private detention facility operator to comply with, and adhere to, the detention standards of care and confinement agreed upon in the facility's contract for operations. Establishes the California Detention Standards and Compliance Working Group Expresses intent to create a working group tasked with responding to health and safety concerns regarding COVID-19 in these facilities. Pending.",,TRUE,TRUE,FALSE
California,"AB 3329  Provides, until July 1, 2022, following the termination of the Federal Pandemic Unemployment Compensation amount provided pursuant to the CARES Act or any other federal supplemental unemployment compensation payments for unemployment due to the COVID-19 pandemic, that an individual’s weekly benefit amount as otherwise provided for by existing unemployment compensation law be increased by $100. Pending.",,TRUE,TRUE,FALSE
California,AB 3216  Requires certain workforce protections related to family and medical leave due to the coronavirus. Pending.,,TRUE,TRUE,FALSE
Colorado,HJR 1006  Concerns a request to the Supreme Court of the state of Colorado to render its opinion upon a question regarding the length of legislative session outlined in the state Constitution. Adopted.,14-Mar-20,FALSE,FALSE,TRUE
District of Columbia,"B 718  Provides, on an emergency basis, authority to the Executive and to address critical needs of District residents and businesses during the current public health emergency including wage replacement, business relief, and additional authorities and exemptions regarding health, public safety and consumer protection. Enacted.",17-Mar-20,TRUE,TRUE,FALSE
District of Columbia,"B 719  Provides, on a temporary basis, authority to the Executive and to address critical needs of District residents and businesses during the current public health emergency including wage replacement, business relief, and additional authorities and exemptions regarding health, public safety and consumer protection. Pending.",,TRUE,TRUE,FALSE
District of Columbia,"B 727  Authorizes and approves the issuance of District of Columbia general obligation notes to finance general governmental expenses, necessary due to the COVID-19 public health emergency, including operating or capital expense in an aggregate principal amount not to exceed $300,000,000. Pending. ",,FALSE,TRUE,FALSE
District of Columbia ,"B 733.  Provides, on an emergency basis, additional authority to the Mayor and to address critical needs of District residents and businesses during the current public health emergency including wage replacement, business relief, and additional authorities and exemptions regarding health, public safety, consumer protection, and government operation, and to authorize and provide for the issuance, sale, and delivery of certain District of Columbia notes and bonds. Enacted. ",10-Apr-20,TRUE,TRUE,FALSE
District of Columbia,"B 734  Provides, on an temporary basis, additional authority to the Mayor and to address critical needs of District residents and businesses during the current public health emergency including wage replacement, business relief, and additional authorities and exemptions regarding health, public safety, consumer protection, and government operation, and to authorize and provide for the issuance, sale, and delivery of certain District of Columbia notes and bonds. Pending. ",,TRUE,TRUE,FALSE
District of Columbia,"B 735  Amends the COVID-19 Response Supplemental Emergency Amendment Act of 2020 to include mortgage lenders as covered entities, require notice of approved deferral applications, and to clarify the amount a landlord may require a tenant to repay following the deferral period. Enacted.",5-May-20,TRUE,TRUE,FALSE
District of Columbia,R 772  Declares the existence of an emergency with respect to the need to provide authority to the Executive and to address critical needs of District residents and businesses during the current public health emergency. Adopted.,17-Mar-20,TRUE,TRUE,TRUE
District of Columbia,"PR 787  Declares the existence of an emergency with the respect to the need to amend the COVID-19 Response Supplemental Emergency Amendment Act of 2020 to include mortgage lenders as covered entities, require notice of approved deferral applications, and to clarify the amount a landlord may require a tenant to repay following the deferral period. Pending.",,TRUE,TRUE,FALSE
District of Columbia,"PR 781  Declares the existence of an emergency with respect to the need to authorize and approve the borrowing of funds by the District through the issuance and sale of the general obligation in an aggregate principle amount not to exceed $300,000,000. Pending. ",,TRUE,TRUE,FALSE
District of Columbia,"R 784  Declares the existence of an emergency with respect to the need to provide additional authority to the Mayor and to address critical needs of District residents and businesses during the current public health emergency including wage replacement, business relief and additional authorities and exemptions regarding health, public safety, consumer protection, and government operation, and to authorize and provide for the issuance, sale, and delivery of certain District of Columbia notes and bonds. Adopted.",7-Apr-20,TRUE,TRUE,TRUE
District of Columbia,PR 801  Declares the existence of an emergency with respect to the need for a foreclosure moratorium as part of the District's response to the COVID-19 emergency. Pending.,,TRUE,TRUE,FALSE
Florida,"SR 1934  Declares the Florida State University Seminoles basketball team, by virtue of tremendous skill on the court and the heart and spirit shown by the players and coaches this basketball season, the 2020 NCAA basketball champions by default upon cancellation of the NCAA tournament due to concerns raised by the spread of the novel coronavirus COVID-19. Adopted. ",,FALSE,TRUE,TRUE
Florida,"HB 5001  Relates to General Appropriations Act; appropriates $27,296,000 from the Federal Grants Trust Fund to the Department of Health to spend federal dollars approved in the Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020; appropriates $25,150,000 from the General Revenue Fund to the Department of health to address the coronavirus outbreak. Eligible for Governor. ",13-Mar-20,TRUE,TRUE,FALSE
Georgia,SR 5  Concurs with Governor Brian P. Kemp's Executive Order declaring a public health state of emergency. Adopted.,16-Mar-20,FALSE,TRUE,TRUE
Georgia,HB 792  Transfers $100 million from the Revenue Shortfall Reserve to combat the spread of the coronavirus. Enacted.,17-Mar-20,FALSE,TRUE,FALSE
Guam,"B 319  An act to add a new § 26202.2 to article 2 of chapter 26, title 11, Guam code annotated; to add a new § 26203(k)(38) and a new § 26203(k)(39) to chapter 26, title 11, Guam code annotated; to add a new § 28106(i) and a new § 28106(j) to",,FALSE,FALSE,FALSE
,"chapter 26, title 11, Guam code annotated; to create the income tax refund deposit fund and making appropriations thereto; to authorize temporary reductions in the levelized energy adjustment clause (LEAC) rates; and, to provide additional support to the marianas regional fusion center; all relative to providing immediate economic relief to families and businesses affected by the COVID‐19 pandemic. Pending. ",,TRUE,TRUE,FALSE
Guam,"B 322  An act to amend § 50102 and § 50105 of chapter 50, title 11, Guam code annotated, relative to authorizing I Maga’Hågan Guåhan to issue direct payments to assist families during the COVID‐19 pandemic. Pending. ",,TRUE,TRUE,FALSE
Guam,"B 323  An act to amend § 26203.2 of article 2, chapter 26, title 11, Guam code annotated, relative to providing limited exemptions to small businesses under the “Dave Santos Small Business Enhancement Act” to mitigate impacts resulting from the COVID‐19 pandemic. Pending. ",,TRUE,TRUE,FALSE
Guam,"B 326  An act to add a new section § 32120.1 division 2 chapter 32 of title 10, Guam code annotated, and add a new section 63507 article 5 chapter 63 of title 10, Guam code annotated, relative to specifying hazard pay recipients in light of the COVID‐19 pandemic. Eligible for Governor. ",,FALSE,TRUE,FALSE
Guam,B 333  An act relative to the rapid and transparent implementation of federal and local assistance programs related to COVID‐19. Pending. ,,TRUE,FALSE,FALSE
Guam,"B 336  An act to direct the expedited procurement of critical medical supplies to save lives on Guam during the COVID‐19 pandemic through the amendment of §19803 of chapter 19, title 10, Guam code annotated. Pending. ",,TRUE,TRUE,FALSE
Guam,B 337  An act relative to compensating essential employees retroactively with COVID-19 response differential pay consistent with Executive Order 2020-08. Pending. ,,TRUE,FALSE,FALSE
Guam,"B 340  An act relative to the issuance of unconditional cash payments to eligible Guam residents under the state of public health emergency due to the coronavirus disease (COVID-19) outbreak, to be known as the Recovery Income Support and Empowerment (Rise) Act of 2020. Pending. ",,TRUE,TRUE,FALSE
Hawaii,HR 54  Establishes the select house committee on COVID-19 economic and financial preparedness. Adopted.,3-Mar-20,TRUE,TRUE,TRUE
Hawaii,"HR 57/HCR 74  Requests the Department of Health to prioritize the containment and control of COVID-19 to those with a high probability of contracting and dying from the virus, such as the residents of care homes, nursing homes, and adult foster homes, their caregivers, and people with known comorbid medical conditions. Pending.",,FALSE,TRUE,FALSE
Hawaii,"HR 64  Urges all commercial airlines operating in Hawaii to thoroughly clean and disinfect their aircraft between flights to prevent the spread of illnesses and diseases, including COVID-19. Pending.",,FALSE,TRUE,FALSE
Hawaii,"HCR 127  Urges the President of the United States, United States Congress, United States Department of Health and Human Services, and United States Centers for Disease Control and Prevention to fully support Hawaii in the screening, prevention and containment of Covid-19. Pending.",,TRUE,TRUE,FALSE
Hawaii,SR 146  Urges the Governor to create a color-coded advisory system to address the rapidly changing threat of COVID-19. Adopted.  ,16-Mar-20,FALSE,TRUE,TRUE
Hawaii,SCR 152  Urges state and private health care networks to allow sick employees to take time off without fear of retaliation or retribution in light of COVID-19. Pending.,,TRUE,TRUE,FALSE
Hawaii ,SR 166  Requests all executive branch departments and agencies to inform the Hawaii Senate and House of Representatives when implementing their plans and procedures relating to the COVID-19 pandemic. Adopted.,16-Mar-20,FALSE,TRUE,TRUE
Hawaii,HR 171  Strongly urging the Governor of the state of Hawaii to take additional precautions to prevent a coronavirus outbreak in Hawaii. Pending. ,,FALSE,TRUE,FALSE
Hawaii,"SCR 242  Relates to the recess of the thirtieth Legislature, regular session of 2020. Adopted.",16-Mar-20,FALSE,FALSE,TRUE
Hawaii,"SB 75  Appropriates a sum of $10.5 million out of the general revenues for fiscal year 2019 to the Department of Health, Department of Transportation, and the Department of Defense for the public health response to the Coronavirus Disease 2019, or COVID-19, outbreak. Authorizes the governor to approve transfer of these appropriated funds between agencies of the state, as necessary. Pending.",,TRUE,TRUE,FALSE
Hawaii,"HB 1629  Makes appropriations from the general revenues of the State to support the Department of Health and the Department of Defense activities to detect, contain, mitigate, and respond to the coronavirus, or COVID-19. Pending.",,FALSE,TRUE,FALSE
Hawaii,HB 2459  Requires the department of health to conduct a study relating to the development and disbursement of vaccinations for modern disease outbreaks and procedures associated with medically authorized exemptions from mandatory vaccinations. Allows the department of health to partner with federal partners or universities to conduct relevant research for this study. Requires a report to the legislature. Pending.,,FALSE,TRUE,FALSE
Idaho,"HB 529  Provides civil immunity for architects, engineers, and contractors during disasters in response to a declared national, state or local emergency, disaster or catastrophic event. Enacted. ",19-Mar-20,TRUE,TRUE,FALSE
Idaho,SB 1398  Makes an appropriation to the Catastrophic Health Care Program for the upcoming fiscal year. Enacted. ,23-Mar-20,TRUE,TRUE,FALSE
Idaho,SB 1428  Makes an appropriation to the Division of Human Resources for the current fiscal year; provides for advanced sick leave and paid administrative leave; declares an emergency. Enacted. ,18-Mar-20,TRUE,TRUE,FALSE
Iowa,SB 2408  Relating to state and local finances by making and supplementing appropriations. Waives the instructional time requirement for schools that close in order to prevent or contain the spread of COVID-19. Enacted.,17-Mar-20,FALSE,TRUE,FALSE
Illinois,"HB 5607  Amends the Department of Public Health Powers and Duties Law of the Civil Administrative Code. Requires the Department of Public Health to conduct a study, subject to appropriations, of the state's disease response preparedness, in particular studying the state's preparedness against the coronavirus. At the request of the Department, requires other state agencies, in particular the Emergency Management Agency, to support the Department's efforts. Pending.",,FALSE,TRUE,FALSE
Kansas,SB 66  Part of a larger budget bill. Appropriates a sum of $65 million to coronavirus response funding. $50 will be directed to coronavirus expenditures and $15 million will be appropriated for emergency management related to the coronavirus. Enacted.,25-Mar-20,TRUE,TRUE,FALSE
Kansas,SB 386  Appropriates $1 million to the Division of Public Health for coronavirus prevention. Pending.,,FALSE,TRUE,FALSE
Kansas,"HCR 5025  Ratifies and provides the continuation of the March 12, 2020, state of disaster emergency declaration for the state of Kansas. Adopted.",19-Mar-20,TRUE,TRUE,TRUE
Kentucky,HR 135  A Resolution encouraging the Legislative Research Commission to establish the Kentucky Emergency Preparedness Task Force. Adopted. ,15-Apr-20,FALSE,TRUE,TRUE
Kentucky ,"HB 352  Relates to appropriations and revenue measures providing financing and conditions for the operations, maintenance, support, and functioning of the government of the Commonwealth; addresses federal funds received from the Coronavirus Aid, Relief, and Economic Security, or CARES, Act. Enacted.",14-Apr-20,TRUE,FALSE,FALSE
Kentucky,"SB 150  In response to the coronavirus public health emergency, waives various professional and business licensing fees; provides for unemployment benefits; provides for the Coronavirus Hotline. Enacted.",30-Mar-20,TRUE,TRUE,FALSE
Kentucky,SB 177  Relates to education and declaring an emergency; allows a school district to request approval for additional student attendance days under an emergency nontraditional instruction plan when the district is closed due to the state of emergency declared by the Governor related to COVID-19. Enacted.,24-Mar-20,FALSE,TRUE,FALSE
Kentucky,SB 282  Requires employers to provide accrued paid sick leave to employees. Provides mechanism for employees to accrue paid sick leave; establishes guidelines for employers to calculate paid sick leave for employees; sets forth manner in which paid sick leave can be used; creates a civil penalty for violation of provisions. Pending.,,TRUE,TRUE,FALSE
Kentucky,"HB 356  Makes appropriations for the operations, maintenance, support, and functioning of the Judicial Branch of the government of the Commonwealth of Kentucky; authorizes, for the during of a state of emergency, the Chief Justice to declare a judicial emergency to protect the health and safety of court employees, elected officials and the general public, and to extend any statutory timelines and statutes of limitations for court filings. Enacted.",16-Apr-20,TRUE,TRUE,FALSE
Kentucky,HB 387  Creates a new section of a specific Subchapter of KRS Chapter 154 to establish the rural hospital operations and facilities revolving loan fund. Enacted.,28-Apr-20,TRUE,FALSE,FALSE
Kentucky,"HB 449  Provides definitions of terms related to disaster or emergency-related work; exempts disaster response employees and disaster response businesses from income tax beginning on or after January 1, 2020, and before January 1, 2024; exempts disaster response businesses beginning on or after January 1, 2020, and before January 1, 2024; excludes the income of a disaster response employee and a disaster response business from local tax; excludes a disaster response business from certain permit requirements. Pending. ",,TRUE,TRUE,FALSE
